title,CODE,20_topics,25_topics,30_topics,35_topics,40_topics,45_topics,50_topics
Response of Nexfin Pulse Pressure and Stroke Volume Variation on a Provoked Fluid Shift in Mechanica,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Incidence of Bezold-Jarisch During Arthroscopic Shoulder Surgery.,CLINICAL CIRCULATION,3.0,20.0,20.0,27.0,30.0,23.0,28.0
Optimization of Cardiovascular Function and Volume Therapy in Complete Cytoreductive Surgery (CRS) C,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
The Association of Intraoperative Blood Lactate Concentrations With Outcomes in Adult Cardiac Surger,CLINICAL CIRCULATION,15.0,23.0,10.0,8.0,2.0,25.0,12.0
Catecholamine Concentrations During and After Retroperitoneoscopic Adrenalectomies,CLINICAL CIRCULATION,6.0,4.0,18.0,19.0,24.0,6.0,31.0
Preoperative Estimated Glomerular Filtration Ratio (eGFR) Predicts Hemodynamic Responses to Anesthes,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,24.0,25.0,31.0
Effects of Isoflurane on Tissue Doppler Profiles of Lateral Mitral Annular Velocity in Cardiac Surge,CLINICAL CIRCULATION,6.0,16.0,16.0,22.0,24.0,6.0,31.0
Changes in Blood Volume and Colloid Osmotic Pressure During Fluid Absorption in Patients Undergoing ,CLINICAL CIRCULATION,12.0,4.0,18.0,19.0,24.0,6.0,31.0
Is Inotropic Drugs Associated With Perioperative Atrial Fibrillation?,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Connection From Left Main Coronary Artery to Left Sinus of Valsalva by Transesophageal Echocardiogra,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Alterations in Myocardial Strain and Strain Rate During Aortic Valve Replacement,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Modified Live xPlane Imaging Allows Cross Sectional Evaluation of Pulmonary Valve by Transesophageal,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Effect of General Anesthesia and Positive Pressure Ventilation on Echocardiographic Markers of Diast,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Preoperative Three-Dimensional Strain Imaging is an Independent Risk Factor for Worsening Outcomes A,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Trendelenburg Position Does Not affect Left Ventricular Volumes or Mechanics,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Focused Transthoracic Echocardiography (TTE) Aids in Hemodynamic Management of Patients in the Post-,CLINICAL CIRCULATION,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Echocardiographic Evaluation of Mitral Inflow Hemodynamics After Double Orifice Repair.,CLINICAL CIRCULATION,9.0,16.0,16.0,22.0,24.0,6.0,31.0
New Presentation of Hemodynamic Changes Following Reperfusion of the Graft in Liver Transplantation,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Incidence of SAM and SAM Predictive Echocardiographic Criteria in Patients Considered Low Risk for D,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,31.0
Determination of Mitral Valve Area With Echocardiography: Using Intraoperative 3-Dimensional Versus ,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Impact of Propofol Anesthesia Induction on Cardiac Function in Low-Risk Patients as Measured by Intr,CLINICAL CIRCULATION,6.0,16.0,16.0,22.0,24.0,6.0,31.0
Comparison of the Hemodynamic Parameters Difference in Pulse Pressure (dPP) and Pleth Variability In,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Prediction of Left Ventricular Dysfunction Using Early Diastolic Mitral Annular Velocity After MVR f,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Role of Intraoperative TEE for Early Diagnosis of TAVI Complications,CLINICAL CIRCULATION,17.0,16.0,16.0,22.0,24.0,6.0,31.0
Dose Dependent Analysis of Thrombotic Events Following the Administration of Recombinant Activated F,CLINICAL CIRCULATION,17.0,23.0,10.0,9.0,2.0,25.0,23.0
The Effect of Aspirin on Bleeding and Transfusion in Contemporary Cardiac Surgery,CLINICAL CIRCULATION,15.0,23.0,7.0,9.0,25.0,26.0,12.0
Off-Label Use of Recombinant Activated Factor VII Decreases Transfusion Rates in Cardiac Surgery Pat,CLINICAL CIRCULATION,15.0,0.0,7.0,9.0,25.0,26.0,23.0
Red Blood Cell Transfusions in Cardiac Surgery: Don’t Disregard the Exclusion Criteria,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Time-Dependent Changes in Intraplatelet Bax Relevant to Platelet Dysfunction After Cardiac Surgery W,CLINICAL CIRCULATION,15.0,0.0,7.0,9.0,13.0,6.0,23.0
Protamine Requirements in Cardiac Surgery - Effect of Changes in the Heparin Reference Standard,CLINICAL CIRCULATION,15.0,0.0,7.0,9.0,13.0,6.0,23.0
(-)-Epigallocatechin Gallate (EGCG) Selectively Inhibits ADP-Stimulated Platelet Activation: Suppres,CLINICAL CIRCULATION,10.0,0.0,7.0,19.0,13.0,6.0,31.0
Recombinant Activated Factor VII; Tranexamic Acid and Desmopressin Fail to Reduce Bleeding in Rabbit,CLINICAL CIRCULATION,15.0,0.0,7.0,9.0,13.0,6.0,23.0
Effect of Fibrinogen Substitution on Clot Firmness and Clot Stability Under Thrombocytopenia as Eval,CLINICAL CIRCULATION,15.0,0.0,7.0,9.0,13.0,6.0,23.0
The Effects of Intraoperative Administration of Flurbiprofen on the Platelet Functions in Patients U,CLINICAL CIRCULATION,15.0,0.0,7.0,9.0,13.0,6.0,23.0
Use of ROTEM and Multiple Electrode Aggregometry (Multiplate) to Monitor Hemostasis in a Cardiac Sur,CLINICAL CIRCULATION,15.0,0.0,7.0,9.0,13.0,26.0,23.0
The Effects of a 30-Degree Head-Up Position on Intraoperative Bleeding During Functional Endoscopic ,CLINICAL CIRCULATION,13.0,6.0,12.0,9.0,25.0,26.0,31.0
Elevated Internationalized Normalized Ratio (I.N.R.) And Surgical Bleeding In Patients Undergoing Li,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Propofol Has Suppressing Effects on Human Platelet Functions in Vitro.,CLINICAL CIRCULATION,10.0,17.0,18.0,19.0,13.0,6.0,31.0
Critical Causes for Retained Guidewires After Central Venous Catheterization,CLINICAL CIRCULATION,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Can Arterial Stiffness Measured by Pulse Wave Velocity Preoperatively Predict Hypotension During Ind,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,24.0,25.0,12.0
Impact of Heart Rate to Respiratory Rate Ratio on the Predictive Value of Pulse Pressure Variation i,CLINICAL CIRCULATION,17.0,16.0,16.0,22.0,24.0,6.0,31.0
Does Stroke Volume Variation Predict Intraoperative Fluid Responsiveness in Kidney Transplant Recipi,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Evaluation of Risk Factors for Paraplegia After Endovascular Aortic Repair for Descending Thoracic a,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Acute Kidney Injury Rates Following Ex-Vivo Lung Perfusion (EVLP) Versus Standard Orthotopic Lung Tr,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Use of the Vigileo-FloTrac Monitor With a Protocol for Intra-Operative Hypotension Management in Cra,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Anesthetic Course of Patients Requiring Mechanical Circulatory Support for Ventricular Tachycardia A,CLINICAL CIRCULATION,17.0,23.0,18.0,8.0,2.0,6.0,31.0
A Retrospective and Preliminary Evaluation of Present Risk Scoring Models for Acute Kidney Injury Af,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Effects of Trendelenburg Position and Intraperitoneal Insufflation on Hemodynamics,CLINICAL CIRCULATION,12.0,10.0,6.0,23.0,24.0,6.0,31.0
Can Photoplethysmography Approximate Simulated Blood Loss During Lower Body Negative Pressure?,CLINICAL CIRCULATION,12.0,16.0,5.0,19.0,24.0,6.0,31.0
Haptoglobin Polymorphism and Postoperative Serum Creatinine Levels After Coronary Artery Bypass Graf,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Intraoperative Crystalloid Adminstration in Adults: Actual Versus Ideal Body Weight,CLINICAL CIRCULATION,17.0,4.0,18.0,19.0,24.0,6.0,31.0
Hemodynamic Indexes Related With Intraoperative Onset of Atrial Fibrillation Under Thoracoscopic Eso,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Cyclosporine-Induced Protection Against Myocardial Reperfusion Injury During Aortic Valve Surgery,CLINICAL CIRCULATION,15.0,23.0,10.0,16.0,0.0,6.0,30.0
Effect of Pre-Emptive Analgesia in Form of Parasternal Block With Ropivacaine for Postoperative Pain,CLINICAL CIRCULATION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
Phenylephrine Administration Increases Cardiac Output in Parasympathically Blocked Patients,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
The Change in Stroke Volume Variation May Not Correlate With the Change in Left Ventricular End-Dias,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
NT-proBNP Improves the Ability of High-Sensitivity Cardiac Troponin T to Predict Myocardial Injury a,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Immersion Pulmonary Edema Susceptibility: Hemodynamics and Effect of Sildenafil,CLINICAL CIRCULATION,12.0,4.0,16.0,19.0,24.0,6.0,31.0
Transcatheter Aortic Valve Implantation Versus Surgical Aortic Valve Replacement in Octogenarians: C,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Intraoperative Hypotension as a Risk Factor for Occurrence of Delirium After Cardiac Surgery,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Renal Protection Effect of the Nicardipine on Deliberated Hypotension During Spine Surgery,CLINICAL CIRCULATION,17.0,23.0,18.0,9.0,24.0,6.0,31.0
General Anesthesia and Inducibility / Stability of Ventricular Tachycardia During Radiofrequency Abl,CLINICAL CIRCULATION,6.0,7.0,18.0,10.0,20.0,23.0,15.0
Respiratory Variation of Stroke Volume During Liver Surgery,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Stroke Volume Variation Measured by Impedance Cardiography During Passive Leg Raising to Assess Flui,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
The Suppressive Effects of Landiolol Administration on the Plasma IL-6 Elevations and Occurrences of,CLINICAL CIRCULATION,6.0,20.0,18.0,8.0,0.0,6.0,15.0
Risk Factors for Post-Dural Puncture Headache After Spinal Drain Placement,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Can Dexamethasone for the Prophylaxis of PONV Prevent the Mesenteric Traction Syndrome?,CLINICAL CIRCULATION,6.0,20.0,19.0,27.0,24.0,6.0,31.0
Intravenous Acetaminophen Can Facilitate Extubation in Thoracic Surgery Patients,CLINICAL CIRCULATION,3.0,20.0,19.0,27.0,30.0,19.0,10.0
The Effect of Postoperative Blood Transfusions on Muscle Tissue Oxygenation After Total Knee Arthrop,CLINICAL CIRCULATION,12.0,4.0,16.0,22.0,24.0,6.0,31.0
Agreement and Trending of Stroke Volume Changes of the Oesophageal Doppler and Pulse-Contour-Analysi,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Increased Oxygen Consumption After Reperfusion During Liver Transplantation,CLINICAL CIRCULATION,15.0,4.0,10.0,27.0,25.0,6.0,31.0
Changes of Urinary Liver-type Fatty Acid-Binding Protein in Open Abdominal Aortic Surgery Versus End,CLINICAL CIRCULATION,17.0,23.0,10.0,8.0,0.0,24.0,12.0
Effectiveness of Dexmedetomidine in Sttabilization of Hemodynamics in Patients Undergoing Carotid En,CLINICAL CIRCULATION,6.0,4.0,18.0,10.0,20.0,23.0,15.0
Lumbar Epidural Anesthesia Does Not Affect the Suppressive Effect of Landiolol on Endotracheal Intub,CLINICAL CIRCULATION,6.0,7.0,18.0,10.0,20.0,23.0,15.0
Assessment of Pericardium Volume by the Stroke Volume Variation in Patients With Off-Pump Cardiac Su,CLINICAL CIRCULATION,12.0,16.0,16.0,22.0,24.0,6.0,31.0
Laryngoscope Force and Cervical Spine Motion During Endotracheal Intubation,CLINICAL NEUROSCIENCES,13.0,6.0,12.0,5.0,4.0,28.0,29.0
Effect of Chronic Antiplatelet and Anticoagulation Therapy on Emergency Neurosurgery Outcomes: Preli,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Impact of Anesthesia Type on Mortality in Acute Ischemic Stroke Patients Undergoing Endovascular Int,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,8.0,2.0,25.0,12.0
The Seattle Spine Team Approach to Adult Deformity Surgery: A Systems Based Approach to Perioperativ,CLINICAL NEUROSCIENCES,17.0,4.0,18.0,19.0,2.0,6.0,31.0
Comparison of Dexmedetomidine and Lidocaine on Attenuation of Airway and Pressor Responses During Tr,CLINICAL NEUROSCIENCES,6.0,20.0,4.0,10.0,20.0,23.0,15.0
A Study Comparing Effects of 20% Mannitol and 3% Hypertonic Saline on Intracranial Pressure and Syst,CLINICAL NEUROSCIENCES,6.0,4.0,18.0,19.0,24.0,6.0,31.0
Intraoperative Ketamine Does Not Reverse Remifentanil-Induced Postoperative Hyperalgesia in Major Sp,CLINICAL NEUROSCIENCES,17.0,20.0,19.0,27.0,2.0,25.0,12.0
Do Motor or Somatosensory Evoked Potentials During Aneurysm Surgery Predict Postoperative Deficits?,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,19.0,24.0,6.0,31.0
Somatosensory Evoked Potentials Under Xenon Anesthesia,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Does Tegaderm Placed on Eyes to Prevent Lagopthalmos Affects Visual Evoked Potentials Monitoring Dat,CLINICAL NEUROSCIENCES,12.0,4.0,18.0,19.0,24.0,6.0,31.0
Monitoring Upper and Lower Limb Motor Evoked Potentials is No Better than Upper Limb Alone to Predic,CLINICAL NEUROSCIENCES,14.0,23.0,10.0,19.0,2.0,6.0,31.0
A Multimodal Indicator of Depth of Anesthesia: Comparison to EEG and Standard Monitoring Parameters,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,7.0,15.0
Quantitative Analysis of the Auditory Evoked Potentials Under Desflurane Anesthesia,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Bilateral Bispectral Index Monitoring in Comparison Between Electroconvulsive and Magnetic Seizure T,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Comparison of Bispectral Index and End Tidal Anesthetic Concentration Monitoring on Recovery Profile,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
SEEG-fMRI; A Novel Promising Method for Identifying Seizure Focus in Medically Retractable Epilepsy,CLINICAL NEUROSCIENCES,12.0,7.0,18.0,19.0,20.0,6.0,31.0
Temperature of Dominant Versus Nondominant Cerebral Hemispheres: Can a Difference be Detected via th,CLINICAL NEUROSCIENCES,2.0,4.0,15.0,19.0,3.0,33.0,31.0
The Effect of Sitting Position on Regional Cerebral Oxygen Saturation and Cardiac Output in Neurosur,CLINICAL NEUROSCIENCES,12.0,4.0,16.0,19.0,24.0,6.0,31.0
Effect of Application of an Impedance Threshold Device on Low Frequency Oscillations in Cerebral Nea,CLINICAL NEUROSCIENCES,12.0,4.0,5.0,19.0,24.0,6.0,31.0
Influence of Circulating Asymmetric Dimethylarginine and Arginine Concentrations on Cerebrovascular ,CLINICAL NEUROSCIENCES,12.0,4.0,18.0,19.0,24.0,6.0,31.0
Cerebral Blood Flow Measurement Using Near Infrared Spectroscopy in Cerebral Endarterectomy,CLINICAL NEUROSCIENCES,0.0,4.0,18.0,19.0,24.0,6.0,31.0
Are Vagal Stimuli Detected by the Analgesia Nociception Index Monitor During Surgery of Cerebello-Po,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Cerebral O2 Saturation During Trendelenburg Positioned Robotic Surgery in a Diverse Surgical Sample,CLINICAL NEUROSCIENCES,12.0,4.0,18.0,19.0,24.0,6.0,31.0
The Effect of General Anesthesia on Young and Middle-Age Patients’ Memory,CLINICAL NEUROSCIENCES,17.0,20.0,18.0,19.0,24.0,23.0,31.0
Apolipoprotein E4 Genotyope is Associated With Long-Term Cognitive Decline Following Cardiac Surgery,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,19.0,24.0,25.0,12.0
Neurocognitive Performances in Patients Undergoing Vascular Surgery: General Versus Blended Anesthes,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Effect of Intraoperative Brain Protection With Propofol on Postoperative Cognition in Patients Under,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,27.0,24.0,25.0,31.0
Recovery of Postoperative Cognitive Function in Elderly Patients After a Long Duration of Desflurane,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
Effect of Preconditioning on Postoperative Cognitive Function in Patient With Intracranial Aneurysm ,CLINICAL NEUROSCIENCES,6.0,20.0,18.0,19.0,24.0,23.0,31.0
Bilateral BIS-Monitoring for Early Detection of Delirium After Cardiac Surgery,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,2.0,2.0,25.0,12.0
Cerebral Oximetry and Recovery in Thoracic Surgery,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,19.0,2.0,25.0,12.0
The Influence of Fibrinogen; Coagulation Factor XIII and Platelet Count on Postoperative Hemorrhage ,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,9.0,2.0,25.0,23.0
Incidence and Time of Onset of Early Postoperative Complications in Neurosurgery,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Effects of Assisted Acupuncture in Neuroanesthesia,CLINICAL NEUROSCIENCES,17.0,4.0,10.0,19.0,2.0,25.0,12.0
Elevated Troponin Indicates Worsened Outcome in Cerebral Risk Patients,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,19.0,2.0,25.0,31.0
Effect of Equiosmolar Solutions of Mannitol Versus Hypertonic Saline on Blood Coagulation Assessed b,CLINICAL NEUROSCIENCES,15.0,4.0,18.0,9.0,24.0,6.0,31.0
Post-Craniotomy Acute Kidney Injury is Associated With Heightened Mortality,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Anaesthesia Mangement for Microsurgery ( Keyhole Surgery ) Based on Hemifascial Spasme and Trigemina,CLINICAL NEUROSCIENCES,17.0,4.0,18.0,19.0,24.0,6.0,31.0
Can HMGB1 Blood Level at Admission Improve the Prediction of 1 Year Outcome for Subarachnoid Hemorrh,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Factors Associated With ICU Admission After Elective Endovascular Treatment of Unruptured Intracrani,CLINICAL NEUROSCIENCES,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Effect of Pre-Administered Sugammadex on the Neuromuscular Block of Rocuronium in Ten Re-Surgical Pa,CLINICAL NEUROSCIENCES,16.0,11.0,18.0,10.0,17.0,2.0,19.0
Propofol Requirements in Obese Patients During Bariatric Surgery,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,2.0,20.0,23.0,15.0
The Effect of Intraoperative Esmolol and Metoprolol on Anesthesia Requirement,CLINICAL NEUROSCIENCES,6.0,7.0,4.0,10.0,20.0,23.0,15.0
Prospective Analysis of Sugammadex in 9 Patients With Myasthenia Gravis,CLINICAL NEUROSCIENCES,16.0,11.0,23.0,26.0,17.0,2.0,19.0
Microvesicles Derived From Human Bone Marrow Mesenchymal Stem Cells Restored Lung Protein Permeabili,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Diaphragm is the Preferential Target During Sepsis in the Critically Ill: A Tridimensional Pilot CT ,CRITICAL CARE,17.0,23.0,18.0,6.0,2.0,6.0,31.0
Handheld Doppler to Improve Pulse Checks During Resuscitation of Putative PEA Arrest: A Case Series,CRITICAL CARE,12.0,4.0,18.0,19.0,24.0,6.0,31.0
Effect of Mechanical Ventilation and Endotoxemia on Neutrophilic Inflammation and Ultrastructural Lu,CRITICAL CARE,9.0,10.0,6.0,17.0,24.0,6.0,31.0
Non-Dependent Regions Show Relative Upregulation of VILI Genes and Late Increases in FDG Uptake in a,CRITICAL CARE,12.0,10.0,18.0,17.0,24.0,6.0,31.0
Role of Cardiac Versus Myeloid Myd88 in Endotoxin Shock - A Study With Tissue-Specific Deletion Mode,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Caveolin-1 Phosphorylation Triggers Sepsis-Induced Lung Inflammation,CRITICAL CARE,10.0,2.0,1.0,1.0,29.0,17.0,11.0
Critical Role of Interleukin-11 in Isoflurane-Mediated Protection Against Ischemic Acute Kidney Inju,CRITICAL CARE,8.0,5.0,1.0,16.0,29.0,17.0,11.0
Local Anesthetics and Mechanotransduction: Ropivacaine Blocks Pressure-Induced Pulmonary Capillary L,CRITICAL CARE,10.0,5.0,17.0,19.0,24.0,6.0,31.0
Effects of Intravenous Versus Inhaled Aerosolized Insulin on Inflammatory Responses in Acute Lung In,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Role of Increased Protein Farnesylation in Burn-Induced Muscle Metabolic Derangements and Increased ,CRITICAL CARE,8.0,2.0,1.0,1.0,29.0,17.0,11.0
Prognostic Profile of Intra-Abdominal Pressure in SICU Patients,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Gene Variants Influencing the Stress Response; Not Head Injury; Predict Post-Concussive Symptom Seve,CRITICAL CARE,17.0,23.0,18.0,19.0,24.0,6.0,12.0
Delirium in Intensive Care Unit: Abysmal Gap Between Actual Prevalence and Psychiatric Referral for ,CRITICAL CARE,17.0,23.0,10.0,19.0,2.0,25.0,31.0
Characteristics; Short and Long-Term Outcome of Patients Who Stayed More Than 90 Days in the ICU: An,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Is the WHO Recommended Dose of Pralidoxime Effective in the Treatment of Organophosphorus Poisoning ,CRITICAL CARE,17.0,4.0,18.0,19.0,2.0,25.0,12.0
Oral Intake and Mixed Venous Desaturation in Patients Undergoing Fast-Track Cardiac Surgery,CRITICAL CARE,3.0,20.0,19.0,27.0,24.0,19.0,10.0
Low Dose Atrial Natriuretic Peptide Provides Effective Renal Protection From Acute Kidney Injury Aft,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Electroconvulsive Therapy as a Treatment of Protracted Refractory Delirium in the Intensive Care Uni,CRITICAL CARE,17.0,4.0,10.0,19.0,2.0,25.0,31.0
Awareness and Explicit Recall After Surgical Procedures in Intensive Care: Incidence and Risk Factor,CRITICAL CARE,17.0,23.0,10.0,19.0,2.0,25.0,12.0
The Elevation of Blood Glutamate Concentration During the Course of Blood Bank Storage.,CRITICAL CARE,15.0,0.0,7.0,9.0,25.0,26.0,16.0
Vital Signs Predict Physiologic Derangement in Combat RelatedThoracic Trauma,CRITICAL CARE,17.0,4.0,18.0,19.0,24.0,6.0,31.0
Perioperative Risk Factors for Postoperative Acute Kidney Injury After Off-Pump Coronary Artery Bypa,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
SCCM Versus SCA Blood Transfusion Guidelines: A Tale of Two Societies,CRITICAL CARE,17.0,4.0,10.0,19.0,2.0,25.0,31.0
Use of Severe Restrictive Fluid Therapy and Acute Kidney Injury in the Three First Postoperative Day,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
Association of Glycemic Variabillity and Acute Kidney Injury in Cardiac Surgery Patients,CRITICAL CARE,17.0,23.0,10.0,8.0,2.0,25.0,12.0
